"id","date","user","pc","filename","activity","to_removable_media","from_removable_media","content"
"{Q5I9-W3PV48GJ-3312HNNW}","01/04/2010 12:56:08","ENT1015","PC-4800","C:\ENT1015\MH7FDL55.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 The medieval chronicler Orderic Vitalis claimed that Ranulf planned to kill all the Normans in the government and hand the country over to the Scots. The monks sent to Geoffrey de Mandeville for aid, and Geoffrey came and occupied the Isle of Ely, while the king's forces occupied the lands of the diocese outside the Isle."
"{X1T9-Y0XZ65TQ-9920JOCT}","01/04/2010 12:56:10","RGB1235","PC-0496","R:\DA8ULQK6.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 Harrison proposed to build the college on the main site, with the institute on the second site. The chapel has stained glass windows designed by John Piper. There are pools in the centre of the quadrangles (the one in the lower quadrangle is the longer of the two); the writer Simon Jenkins said that these are ""almost puddles"", and saw them as relics of Harrison's Mediterranean plan. An abstract sculpture by Hubert Dalwood, from 1962, has been positioned on the lawn inside the college. For the creation of Nuffield College and for his other donations (which included funding a chair of Spanish studies and donating ?2 million in 1936 for a school of medical research), he was described in 1949 by an editorial in The Times as ""the greatest benefactor of the University since the Middle Ages""."
"{A2B8-T3EY14UR-1048JEVN}","01/04/2010 12:56:10","WAM3564","PC-7509","R:\22Sk923\XN5YYM5M.pdf","File Write","True","False","25-50-44-46-2D While Minnesota has chosen not to implement school vouchers, it is home to the first charter school. Minnesotan musicians of many genres include rock star Prince, harmony singers The Andrews Sisters, rockabilly star Eddie Cochran, folk musician Bob Dylan, surf band The Trashmen, garage rock band The Castaways, pop songwriters Jimmy Jam & Terry Lewis, indie rock artists Jonny Lang and Soul Asylum, independent hip-hop labels Rhymesayers Entertainment and Doomtree and cult favorites such as Husker Du and The Replacements. In the November 2010 election, the Minnesota Republican Party gained twenty-five house seats, giving them control of the House of Representatives by a 72-62 margin. Governor Mark Dayton, a Democrat, took office on January 3, 2011, to become the first Democratic Governor to hold the seat in two decades."
"{D7D6-V3RT97UQ-2303PXQT}","01/04/2010 12:56:27","WAM3564","PC-7509","R:\22Sk923\Q4SBZ6UU.pdf","File Write","True","False","25-50-44-46-2D The remnants of several German divisions indeed assaulted the Mauthausen sub-camp, but were repelled by the prisoners who took over the camp. The owner of the Wiener-Graben quarry (the Marbacher-Bruch and Bettelberg quarries), which was located in and around Mauthausen, was a DEST Company: an acronym for Deutsche Erd- und Steinwerke GmbH. Most of the prisoners in the sub-camps of Mauthausen were kept in various detention sites prior to transportation to their final destination. Until the end of the war the depot served as an improvised concentration camp."
"{B0H8-F2CK39FQ-2207PGIT}","01/04/2010 12:56:39","OVR3330","PC-2929","R:\OVR3330\IEJHE1CH.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 Uranium has the second highest atomic weight of the naturally occurring elements, lighter only than plutonium-244. This is high enough to permit a sustained nuclear fission chain reaction to occur, provided other supporting conditions exist. Another method used is liquid thermal diffusion."
"{V9U4-A5PF32PZ-9913GNZQ}","01/04/2010 12:56:49","RGB1235","PC-0496","R:\RGB1235\CR63DPA1.doc","File Write","True","False","D0-CF-11-E0-A1-B1-1A-E1 The garrison surrendered on May 19 after a confrontation with a combined force of British and Indian troops led by Captain George Forster. The Congressional action may have been tainted by overly lurid accounts of the action-Charles Carroll, part of a Congressional delegation that was in Montreal at the time, reported that ""a hundred or more [American troops] were barbarously murdered by savages."" The Iroquois plundered the fort's stores, and denied some of the captives small pouches of sometimes valuable personal items. In response to these alarming reports, as well as the unauthorized departures of two fur traders and Claude de Lorimier, a British Indian agent from Montreal, Hazen had sent 400 troops commanded by Colonel Timothy Bedel of Bedel's Regiment to occupy a strategic position at The Cedars in early April. Arnold called a war council so the Americans could consider their options."
"{X8Y5-Z5IM22AO-1298XUQS}","01/04/2010 12:57:00","SDB0283","PC-4385","R:\SDB0283\4TU1USK8.doc","File Copy","True","False","D0-CF-11-E0-A1-B1-1A-E1 Generally, the tributaries begin south of the main stem and flow north; the major exception is Crystal Springs Creek, which begins as a groundwater discharge and flows south over relatively impermeable alluvial deposits to Johnson Creek at Johnson Creek Park. City parks adjacent to Johnson Creek have areas devoted to marsh with shrubs, cattails, and smartweed, forested wetland, riparian woodland, open meadow, and orchard trees. The Boring Hills, of volcanic origin, rise more than {convert|800|ft|m|0} higher than the terraces to the north and west."
"{Z4S3-N7CQ84KU-9570XLKB}","01/04/2010 12:57:01","OVR3330","PC-2929","R:\OVR3330\CWL5WV2S.doc","File Copy","False","True","D0-CF-11-E0-A1-B1-1A-E1 Because E. polius is so poorly known, the 2008 IUCN Red List assesses it as ""Data Deficient"". Eremoryzomys is now one of about 28 genera in the tribe Oryzomyini, which includes well over a hundred species distributed mainly in South America, including nearby islands such as the Galapagos Islands and some of the Antilles. The hindfeet have well-developed ungual tufts (patches of hair) along the plantar margins and between all of the digits, a character shared only with Sooretamys angouya among oryzomyines. The zygomatic notch, an extension at the front of the zygomatic plate, is present. A strong jugal bone is present in the zygomatic arch (cheekbone), so that the maxillary and squamosal bones, which form the front and back parts of the arch, respectively, do not overlap when seen from the side."
"{E8M6-P7PI12QJ-6733LHQH}","01/04/2010 12:57:05","EPB2730","PC-5009","C:\EPB2730\O93NRHEJ.jpg","File Open","False","False","FF-D8 "
"{D5Q6-H6CQ36UK-4444RTSM}","01/04/2010 12:57:26","KCW2926","PC-8796","R:\KCW2926\8YKGUGJ9.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 In his first home match in charge, Newcastle (at the bottom of the league) faced second bottom Sheffield Wednesday, thrashing them 8-0. Once again Robson submitted his resignation, and once again it was rejected by Millichip (again Brian Clough is often cited as a reason). He described the club's president as a ""loose cannon"", who frequently signed players without Robson's consent. Despite the qualification of third place however, Robson was unable to guide Newcastle through the Champions League qualifying rounds and the club was pushed back into the UEFA Cup for the 2003-04 season. He was to be player-manager in their inaugural 1968 season in the North American Soccer League and believed it ""...was a chance too good to miss""."
"{T0I8-N2MA19DS-3091YAPT}","01/04/2010 12:57:32","MHP1692","PC-0007","R:\MHP1692\BVPSA4AL.pdf","File Copy","False","True","25-50-44-46-2D The five-mile (8 km) private railroad spur started at the Lowell transfer station. The bathhouse also had a two-lane bowling alley. Each room had a doorway to the outside and the hotel was surrounded with wide porches. A small funeral was held on February 14, 1936, and a small plaque bearing the names and dates of the two Harvey's was posted. The fireplaces, as well as all of the major stonework were later torn down."
"{H1Q8-H3PR96GR-8353ODSH}","01/04/2010 12:57:47","CBB2256","PC-8467","R:\CBB2256\M3L8F4XS.pdf","File Copy","False","True","25-50-44-46-2D After he climbs through a window, Lad silently attacks him. At the end of the story, when the master realizes he was mistaken, he apologizes to Lad for beating the wrong dog. In the 1960s and 70s, the novel was repositioned into the young adult market, by dint of its animal subject matter."
"{R4Q4-E8AL73OY-2209BIGD}","01/04/2010 12:58:26","JCB2204","PC-7354","R:\31Q9FB4\HQU3F3PU.exe","File Write","True","False","32-42-33-4B When Rick storms over, furious that Sam has disobeyed his order never to perform that song, he is shocked to see Ilsa. Wallis' first choice for director was William Wyler, but he was unavailable, so Wallis turned to his close friend Michael Curtiz."
"{G6H2-Z9KY65WG-4365KFCO}","01/04/2010 12:58:30","TLM1413","PC-4852","R:\TLM1413\4TRJFRYN.pdf","File Write","True","False","25-50-44-46-2D Progress in clearing and covering the burial ground was slow, and it was not until 28 October 1880 that the churchyard was reopened as a public park. Work to fill the three empty rows of the memorial was abandoned."
"{I8E9-V9YI85JG-0318FCDP}","01/04/2010 12:58:37","HAC1309","PC-5639","C:\NM0S5T0C.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 The death of Amr ibn Hashim, as well as many other Quraishi nobles gave Abu Sufyan the opportunity, almost by default, to become chief of the Quraish. By contrast, while little is known about the progress of the Quraishi army from the time it left Mecca until its arrival just outside Badr, several things are worth noting: although many Arab armies brought their women and children along on campaigns both to motivate and care for the men, the Meccan army did not. Hubab ibn al-Muhdir, however, asked him if this choice was divine instruction or Muhammad's own opinion."
"{B4S9-Q7PQ21ZT-6586LYMY}","01/04/2010 12:58:43","JSM2084","PC-6276","C:\PNICZHZN.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 ""Rhino-oil,"" a concoction made from leaving a rhino's skull in coconut oil for several weeks, may be used to treat skin diseases. But researchers at the zoo had learned from previous failures, and, with the aid of special hormone treatments, Emi gave birth to a healthy male calf named Andalas (an Indonesian literary word for ""Sumatra"") in September 2001. Females become sexually mature at the age of 6-7 years, while males become sexually mature at about 10 years old."
"{M8L9-T6MM22YL-9215QGMS}","01/04/2010 12:58:46","GKK0677","PC-9642","R:\ATPFAKTB.txt","File Write","True","False","4B-4B-4D-42 He hoped the work would ""produce an effect of incontestable superiority"". Balzac wrote Louis Lambert during the summer of 1832 while he was staying with friends at the Chateau de Sache, and published three editions with three different titles. The same theory informs Balzac's efforts, in Louis Lambert and elsewhere, to complement his Christian beliefs with occult mysticism and secular realism. Declared ""incurable"" by doctors, Lambert is ordered into solitude and rest."
"{D6Y2-L6FZ43CD-0835YAUW}","01/04/2010 12:58:56","LLH1332","PC-8471","R:\LLH1332\5K8UJTMP.exe","File Write","True","False","4D-5A-90-00-03-00-00-00-04-00-00-00-FF-FF-00-00-B8-00-00-00-00-00-00-00-40-00 The measure enabled the addition of renovated science classrooms, a multipurpose room, a library and media center, and a sound-proofed music building. The Manta Ray weighed less than 100 kg (220 pounds) and featured a modular design."
"{P5J2-G4IL26RQ-6031VFSS}","01/04/2010 12:58:57","DIE1614","PC-1213","R:\29X36B6\DJMV2B2Q.doc","File Write","True","False","D0-CF-11-E0-A1-B1-1A-E1 The hot springs adjacent to Mount Cayley have made the volcanic field a target for geothermal exploration. Mount Fee was named in September 1928 by British mountaineer Tom Fyles after Charles Fee (1865-1927), who was a member of the British Columbia Mountaineering Club in Vancouver at the time."
"{Y7G8-Y7AN08JX-0112MDSG}","01/04/2010 12:59:03","MQW0054","PC-9368","C:\68P1lV4\FVW6ERNI.jpg","File Open","False","False","FF-D8 "
"{H5I4-Z0LJ67TA-8770RGMJ}","01/04/2010 12:59:05","LOE2595","PC-8397","R:\0DCCK6TP.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 Once forces began assembling at Oswegatchie, Lorimier made arrangements with a sympathetic priest near The Cedars for the provisioning of supplies for the troops. Arnold initially blamed Bedel for the defeat."
"{L6N7-G1MN40XZ-8916RTQG}","01/04/2010 12:59:14","EFS3999","PC-0076","R:\GZU7TIE8.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 Death generally occurs six to sixteen days after the poisoning. These first symptoms resolve two to three days after the ingestion. As the common name suggests, the fungus is highly toxic, and it is responsible for the majority of fatal mushroom poisonings worldwide. The term ""destroying angel"" has been applied to A. phalloides at times, but ""death cap"" is by far the most common vernacular name used in English."
"{E8Z2-F1UY21MQ-5049AIRQ}","01/04/2010 12:59:39","WIM1861","PC-3940","C:\PVXUI33T.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 For example, given the equatorial circumference of the Earth is about 40,075 km and c about 300,000 km/s, the theoretical shortest time for a piece of information to travel half the globe along the surface is about 67 milliseconds. This invariance of the speed of light was postulated by Einstein in 1905, after being motivated by Maxwell's theory of electromagnetism and the lack of evidence for the luminiferous aether; it has since been consistently confirmed by many experiments. The speed of light can also be of concern over very short distances. Proxima Centauri, the closest star to Earth after the Sun, is around 4.2 light-years away. In 1894, Paul Drude redefined c with its modern meaning."
"{R9H1-I2NN79VL-2494VNJF}","01/04/2010 12:59:59","PZM0984","PC-5494","R:\PZM0984\ZCLH7K5A.doc","File Write","True","False","D0-CF-11-E0-A1-B1-1A-E1 Within five years, Copeland decided it was time to sell his card collection; he chose to sell his entire 873-piece collection in a single sale, through Mastro. Gretzky resold the card four years later to Wal-Mart and Treat Entertainment for $500,000, for use as the top prize in a promotional contest."
"{R7L3-U0HT97LW-3200NOZT}","01/04/2010 13:00:21","PZM0984","PC-5494","R:\313qY19\2TUDZJFF.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 The Gretzky T206 Wagner was first sold by Alan Ray to a baseball memorabilia collector named Bill Mastro, who sold the card two years later to Jim Copeland for nearly four times the price he had originally paid. The card has a controversial past, as some speculate that it was once altered, based on the card's odd texture and shape."
"{U0U0-O6BY66JE-6612ETNK}","01/04/2010 13:00:24","PZM0984","PC-5494","R:\PZM0984\ZCLH7K5A.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 Within five years, Copeland decided it was time to sell his card collection; he chose to sell his entire 873-piece collection in a single sale, through Mastro. Gretzky resold the card four years later to Wal-Mart and Treat Entertainment for $500,000, for use as the top prize in a promotional contest."
"{O6P3-R1EB72AN-5202ZDJJ}","01/04/2010 13:00:40","EFS3999","PC-0076","R:\GZU7TIE8.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 Death generally occurs six to sixteen days after the poisoning. These first symptoms resolve two to three days after the ingestion. As the common name suggests, the fungus is highly toxic, and it is responsible for the majority of fatal mushroom poisonings worldwide. The term ""destroying angel"" has been applied to A. phalloides at times, but ""death cap"" is by far the most common vernacular name used in English."
"{J4R6-R9BB53QB-6842XSRV}","01/04/2010 13:00:40","LJB1898","PC-8375","R:\LJB1898\V4G53NXY.doc","File Copy","True","False","D0-CF-11-E0-A1-B1-1A-E1 Although Hall's Author's Note disclaims any real-world basis for the ambulance unit that Stephen joins, she drew heavily on the wartime experiences of her friend Toupie Lowther, co-commander of the only women's unit to serve on the front in France. The Well's ideas and attitudes now strike many readers as dated, and few critics praise its literary quality. Mary, however, actively pursues the reticent Stephen. In 1935, after a complaint about a health book entitled The Single Woman And Her Emotional Problems, a Home Office memo noted: ""It is notorious that the prosecution of the Well Of Loneliness resulted in infinitely greater publicity about lesbianism than if there had been no prosecution."" Actually, awareness of lesbianism had been gradually increasing since World War I, but it was still a subject most people had never heard of, or perhaps just preferred to ignore."
"{X0X3-B6KA23RJ-7157QPES}","01/04/2010 13:00:42","CMO1981","PC-0957","R:\567kmz8\YDDCV9FP.exe","File Copy","True","False","4D-5A-90-00-03-00-00-00-04-00-00-00-FF-FF-00-00-B8-00-00-00-00-00-00-00-40-00 The authors of a 1961 booklet on the architecture of modern Oxford said that it was ""Oxford's biggest monument to barren reaction"". Sir Howard Colvin said that the ""utilitarian function"" of the tower ""accorded ill with its original ornamental purpose"", and that the architects had ""failed to find a satisfactory solution"" to the ""repetitive uniformity of fenestration"". Had it been built, he said, it ""would have taken its place among the major architectural monuments of Oxford"". Until it was required for books, the fellows of the college used the upper floor as a Senior Common Room. A scale model, created in 1949 as work started, showed the alterations: a shortened tower, a plainer main entrance, and no arcades within the quadrangles."
"{K3A1-R2RU13FF-5020PCOA}","01/04/2010 13:00:50","BMS3133","PC-7732","R:\BMS3133\8OINJTGX.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 Calcraft was ordered to pay 3 shillings a week towards her upkeep, to which he objected, arguing that his brother and sister should be made to help, and that he had three children of his own to support, although there is no record of his marriage. Many took several minutes to die, and to hasten their deaths Calcraft sometimes pulled on their legs, or even climbed on their shoulders in an attempt to break their necks. Hibner did not go to the scaffold willingly, but had to be restrained in a straitjacket to prevent her from attacking her executioners. Calcraft also officiated at the last public execution of a woman in England, Frances Kidder, who was hanged on 2 April 1868."
"{I5C2-V7KT46XL-6099QELX}","01/04/2010 13:00:56","PZM0984","PC-5494","C:\YCTYVVC2.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 Halper, a former limited partner of the New York Yankees with George Steinbrenner in the 1970s and a renowned sports memorabilia collector, sold the card and 200 other baseball memorabilia items in 1998 to Major League Baseball for over $5,000,000. He tried to avoid answering any questions regarding the matter but, in a 2001 interview, claimed to have received it from a relative, whose name he did not disclose. Michael Gidwitz, the same individual who battled with Gretzky and Mark Friedland for the card at the Copeland auction in 1991, won the Christie's auction with a bid of $641,500. Connelly met a card dealer in New York City, Mike Mangasarian, who was sent on behalf of a prominent collector to check the card out."
"{Y7B4-B9EN14BF-1711CZLI}","01/04/2010 13:01:12","NJL3166","PC-6548","R:\NJL3166\LMYUBYHX.doc","File Copy","True","False","D0-CF-11-E0-A1-B1-1A-E1 The larger University of Lincoln began as the University of Lincolnshire and Humberside in 1996, when the University of Humberside opened a Lincoln campus next to Brayford Pool. The churchyard is managed as a nature reserve. Those with few or no qualifications numbered 597 in 2001, while 328 had higher diplomas, degrees or further degrees."
"{K3Y0-I7EE65DJ-3609UTNW}","01/04/2010 13:01:16","GSG0862","PC-4752","C:\GSG0862\FEFYR90X.jpg","File Open","False","False","FF-D8 "
"{G0B5-G2FY41KH-1173YFMA}","01/04/2010 13:01:28","NJL3166","PC-6548","R:\NJL3166\DPSXD66I.zip","File Copy","True","False","50-4B-03-04-14 Time magazine's post-election issue came out in mid-November, and it praised the future president for ""politely avoid[ing] personal attacks on his opponent"". In the midst of the turmoil, Prohibition Party candidate Hoeppel came down the aisle (according to Bullock, possibly drunk) and demanded to know why he had been excluded from the debate."
"{O7P8-C2YI02KD-3967MQJE}","01/04/2010 13:01:35","CJR0925","PC-5828","C:\17Zr8x2\48RPOUE2.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 The Germans opened fire first at 3:48, followed almost immediately afterward by the British. The remains of 'Q' turret were removed during this period and not replaced until later. Beatty ordered New Zealand to rejoin the squadron and turned west for Scarborough. Along with the rest of the 1st BCS she guarded the interned ships until she was assigned to the Atlantic Fleet in April 1919 and then placed in reserve in March 1920."
"{M8C5-T1XB43OI-7287VHTE}","01/04/2010 13:01:45","CMO1981","PC-0957","R:\567kmz8\YDDCV9FP.exe","File Copy","False","True","4D-5A-90-00-03-00-00-00-04-00-00-00-FF-FF-00-00-B8-00-00-00-00-00-00-00-40-00 The authors of a 1961 booklet on the architecture of modern Oxford said that it was ""Oxford's biggest monument to barren reaction"". Sir Howard Colvin said that the ""utilitarian function"" of the tower ""accorded ill with its original ornamental purpose"", and that the architects had ""failed to find a satisfactory solution"" to the ""repetitive uniformity of fenestration"". Had it been built, he said, it ""would have taken its place among the major architectural monuments of Oxford"". Until it was required for books, the fellows of the college used the upper floor as a Senior Common Room. A scale model, created in 1949 as work started, showed the alterations: a shortened tower, a plainer main entrance, and no arcades within the quadrangles."
"{M5V6-G2UC20KI-5046ILZP}","01/04/2010 13:01:49","CMO1981","PC-0957","R:\567kmz8\YDDCV9FP.exe","File Open","False","True","4D-5A-90-00-03-00-00-00-04-00-00-00-FF-FF-00-00-B8-00-00-00-00-00-00-00-40-00 The authors of a 1961 booklet on the architecture of modern Oxford said that it was ""Oxford's biggest monument to barren reaction"". Sir Howard Colvin said that the ""utilitarian function"" of the tower ""accorded ill with its original ornamental purpose"", and that the architects had ""failed to find a satisfactory solution"" to the ""repetitive uniformity of fenestration"". Had it been built, he said, it ""would have taken its place among the major architectural monuments of Oxford"". Until it was required for books, the fellows of the college used the upper floor as a Senior Common Room. A scale model, created in 1949 as work started, showed the alterations: a shortened tower, a plainer main entrance, and no arcades within the quadrangles."
"{M7D7-W2CF41JE-6906CLCX}","01/04/2010 13:01:52","CMO1981","PC-0957","R:\567kmz8\TSA5TDZR.doc","File Copy","False","True","D0-CF-11-E0-A1-B1-1A-E1 Dalwood also designed the fountain in the pool in the upper quadrangle, although his plan for a spray of water was not implemented, ""leaving the sculpture with no obvious purpose"". The architectural historian Sir Howard Colvin said that Harrison's first design was Oxford's ""most notable architectural casualty of the 1930s""; it has also been described as a ""missed opportunity"" to show that Oxford did not live ""only in the past"". Harrison's design had ""little that was English, still less that was recognisably Oxonian"", said the architectural historian Sir Howard Colvin."
"{B4V3-H2VF07RI-4319VPWF}","01/04/2010 13:01:54","CMO1981","PC-0957","R:\CMO1981\5B1D8L0Z.zip","File Copy","True","False","50-4B-03-04-14 The Berlin Zoo rallied in support of the baby polar bear, vowing not to harm him and rejecting the suggestion that it would be kinder to euthanise him. She was presented to the public on 23 September, and was due to briefly share Knut's enclosure while her regular home in Munich underwent repairs. Rejected by his mother at birth, he was raised by zookeepers. Candy company Haribo released a raspberry-flavored gummy bear sweet called Cuddly Knut beginning in April 2007. On 19 March 2011, at the age of four, Knut collapsed and died in his enclosure."
"{L1W6-N0ST14QU-9119TZBF}","01/04/2010 13:02:00","RKC3356","PC-3041","C:\RKC3356\HGXLMXSQ.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 Minnesota's state symbols: In the warmer months, these activities often involve water. In 2007 Minnesota students earned the highest average score in the nation on the ACT exam."
"{P8K8-U6HM71QY-6474ZDPL}","01/04/2010 13:02:02","RGB1235","PC-0496","R:\RGB1235\R3MIVQN6.pdf","File Copy","True","False","25-50-44-46-2D He arrived early in April 1776, and the military administration of Montreal passed temporarily to Colonel Moses Hazen before going to Brigadier General Benedict Arnold, who had been in command at Quebec. Arnold's report of the incident included otherwise unsubstantiated allegations that two prisoners were killed by Forster's Indians. Bedel continued to volunteer his services, and following Burgoyne's surrender at Saratoga in October 1777, he was given a new commission by Congress. One important factor that contributed to the poor relations was the American interdiction of trade with the Indian populations on the upper St. Lawrence and the Great Lakes, since the trade goods might be used to support British garrisons in those areas."
"{F3K2-I4AH87GO-0686VWOR}","01/04/2010 13:02:16","CMO1981","PC-0957","C:\12hGX61\8NMLIOAO.txt","File Open","False","False","48-37-44-4B Hundreds of fans visited the zoo after the bear's death, leaving flowers and mementos near the enclosure. Knut's restricted diet, necessary to curtail his natural weight gain necessary to survive harsh winters, made headlines outside of Germany. When Flocke was born at the Nuremberg Zoo in December 2007 under similar circumstances, Bild dubbed her Mrs. Knut, suggesting that the two German-born polar bears might become mates when they matured. On 19 March 2011, Knut unexpectedly died at the age of four. Wolfram Graf-Rudolf, the director of the Aachen Zoo, agreed with Albrecht and stated that the zookeepers ""should have had the courage to let the bear die"" after it was rejected, arguing that the bear will ""die a little"" every time it is separated from its caretaker."
"{K5H3-P1IE03DY-7107HFLM}","01/04/2010 13:02:16","VBC0289","PC-1836","R:\VBC0289\1G8XX8FW.doc","File Copy","False","True","D0-CF-11-E0-A1-B1-1A-E1 Country Road 1195 which runs along the lake, is also called Pyramid Street and is a few hundred feet from where the Pyramid would have stood. Harvey's books, explaining 20th century civilization, as well as a world globe, a bible, encyclopedias, and newspapers, were to be placed inside two vaults and hermetically sealed in glass."
"{E4I4-N7QH47TQ-0805MRJL}","01/04/2010 13:02:31","GLV1226","PC-9514","R:\ZNU5FIS8.doc","File Copy","False","True","D0-CF-11-E0-A1-B1-1A-E1 The most concentrated clusters were identified as Class I, with successively diminishing concentrations ranging to Class XII. This is typically larger than the core radius. In addition he found 37 additional clusters."
"{V4K2-S8MV71ZS-2519ITTL}","01/04/2010 13:02:33","GLV1226","PC-9514","R:\ZNU5FIS8.doc","File Write","True","False","D0-CF-11-E0-A1-B1-1A-E1 As other stars interact with these tight binaries, they increase the energy at the core, which causes the cluster to re-expand. The data obtained from studies of globular clusters are then used to study the evolution of the Milky Way as a whole. As the mean time for a core collapse is typically less than the age of the galaxy, many of a galaxy's globular clusters may have passed through a core collapse stage, then re-expanded. The first eight globular clusters discovered are shown in the table. When this gravothermal instability occurs, the central region of the cluster becomes densely crowded with stars and the surface brightness of the cluster forms a power-law cusp."
"{E7F5-Q1BB63BN-7104VKNZ}","01/04/2010 13:02:40","QAJ1379","PC-2152","R:\QAJ1379\IFVKVTUH.jpg","File Copy","True","False","FF-D8 "
"{J6A5-E4LK70DQ-3824SUUG}","01/04/2010 13:02:44","QAJ1379","PC-2152","R:\QAJ1379\WCFIFIUA.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 Green and red are positioned at the hoist and fly, respectively, but occupy the field in an equal manner (1-1). These are bound by a white stripe bearing the verse by Luis de Camoes ""Esta e a ditosa patria minha amada"" (""This is my beloved fortunate motherland"") as the motto. Each castle is composed by a base building, showing a closed (yellow) gate, on top of which stand three battlemented towers. It is a rectangular bicolour with a field unevenly divided into green on the hoist, and red on the fly. The accession was made on the condition that Portugal was ruled as a separate, autonomous state, not as a province."
"{N6C5-I4ER47BW-2514LPMM}","01/04/2010 13:02:50","QAJ1379","PC-2152","R:\QAJ1379\WCFIFIUA.doc","File Copy","False","True","D0-CF-11-E0-A1-B1-1A-E1 Green and red are positioned at the hoist and fly, respectively, but occupy the field in an equal manner (1-1). These are bound by a white stripe bearing the verse by Luis de Camoes ""Esta e a ditosa patria minha amada"" (""This is my beloved fortunate motherland"") as the motto. Each castle is composed by a base building, showing a closed (yellow) gate, on top of which stand three battlemented towers. It is a rectangular bicolour with a field unevenly divided into green on the hoist, and red on the fly. The accession was made on the condition that Portugal was ruled as a separate, autonomous state, not as a province."
"{S3D2-I6HO96SK-1032XCDE}","01/04/2010 13:02:58","CAR1181","PC-0638","C:\143Jgg8\Y56MR909.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 Candy company Haribo released a raspberry-flavored gummy bear sweet called Cuddly Knut beginning in April 2007. Knut's need for round-the-clock care required that Dorflein not only sleep on a mattress next to Knut's sleeping crate at night, but also play with, bathe, and feed the cub daily. Knut has also been the subject of several DVDs, including one entitled ""Knut - Stories from a Polar Bear's Nursery"". The national mint also issued 25,000 special commemorative silver coins to mark his birthday."
"{V0I2-I6AF87XL-7506AVMQ}","01/04/2010 13:03:14","GAM3824","PC-5880","R:\54nS8q2\T2IA54F0.doc","File Delete","False","True","D0-CF-11-E0-A1-B1-1A-E1 The KC&M was not seized, and due to unfavorable rulings by the United States Railroad Administration and Arkansas Railroad Commission saw much of its revenue evaporate. Delegates were only eligible to attend if they certified they had read and agreed with the principles of Harvey's newest book The Book, which dealt with the harmful effects of usury by the government. The center and two ends of the hotel rose to two stories, the remainder being a single story. In 1926, blood poisoning in his foot put him in a coma that lasted several days resulting in surgery, and three months of recuperation."
"{H2N4-Q2MF47PJ-2549BRFN}","01/04/2010 13:03:21","QAJ1379","PC-2152","R:\QAJ1379\WCFIFIUA.doc","File Write","True","False","D0-CF-11-E0-A1-B1-1A-E1 This involuntary degradation was the basis for the next step on the evolution of the national coat of arms, where a plain blue cross transformed into a compound cross of five blue bezant-charged escutcheons-the quinas were thus born. On June 30, this decree had its regulations officially published in government diary no. 150. These last three are positioned so that the intersections between each two arcs make a right angle; one meridian lies on the flag's plane while the other is perpendicular to it. be present as one of the main colours, because it is the battling, warm, virile colour, par excellence."
"{C3E9-W6IJ86WH-3257IXXC}","01/04/2010 13:03:26","CMM0105","PC-6781","R:\GS6MHBM7.doc","File Open","False","True","D0-CF-11-E0-A1-B1-1A-E1 The King, Crown Prince Harald, and Princess Ragnhild were in attendance. A special committee was assigned to organize the 1952 Games, which consisted of four Norwegian sports officials and four representatives from the municipality of Oslo, including mayor Brynjulf Bull. The committee was in place by December 1947. Vying with Oslo for the right to host the Games were Cortina d'Ampezzo, Italy, and Lake Placid, United States. Austrian skiers dominated the competition, winning seven out of a possible 18 medals, including Othmar Schneider who won gold and silver in the men's slalom and downhill."
"{G5T6-D7NG01LG-7611ZEPS}","01/04/2010 13:03:30","LWM0992","PC-1640","C:\332ks49\VU8XD7UW.doc","File Open","False","False","D0-CF-11-E0-A1-B1-1A-E1 He began to preach to his kinfolk first privately and then publicly. In later days having fought at Badr became so significant that Ibn Ishaq included a complete name-by-name roster of the Muslim army in his biography of Muhammad. The initial fear was that the Meccan army might rally and that the Muslims couldn't spare any men to guard the prisoners. The Battle of Badr is one of the few battles explicitly discussed in the Qur'an. Abu Jahl wanted to continue, but several of the clans present, including Banu Zuhrah and Banu Adi, promptly went home."
"{P7H6-U0KP61SM-0961XOAA}","01/04/2010 13:03:33","QAJ1379","PC-2152","R:\QAJ1379\IFVKVTUH.jpg","File Open","False","True","FF-D8 "
