"id","date","user","pc","activity"
"{N5H7-N4HY96UL-0643IRAR}","01/04/2010 08:00:00","RLR2312","PC-4846","Logon"
"{I3E4-N7JF46ZJ-1550VENB}","01/04/2010 08:00:00","SBG3169","PC-6767","Logon"
"{K1E7-I4WC71OC-3679OXVW}","01/04/2010 08:00:00","SCA1349","PC-9895","Logon"
"{V3L8-T9NX16AL-8857ELYT}","01/04/2010 08:00:00","SGG0648","PC-8293","Logon"
"{L2A1-S2LT35LR-8809MOJI}","01/04/2010 08:00:00","SQH1299","PC-1798","Logon"
"{W7L6-P8WW74GR-8684ZRMI}","01/04/2010 08:00:00","SYW2327","PC-1928","Logon"
"{F9N5-U9PU28LI-3399NSVV}","01/04/2010 08:00:00","TED3117","PC-7810","Logon"
"{O6Z3-V2XE07AM-6535UNBX}","01/04/2010 08:00:00","TFC3794","PC-9352","Logon"
"{S0W7-Q2MW63WQ-8459ZGDW}","01/04/2010 08:00:00","TFH3354","PC-3835","Logon"
"{S8I1-G5PA32EH-4700IVYK}","01/04/2010 08:00:00","THS1590","PC-0175","Logon"
"{N2E5-W5LZ11KJ-3404AXZK}","01/04/2010 08:00:00","TLM1592","PC-1614","Logon"
"{Y6Z5-F0OF93JW-3410JLHB}","01/04/2010 08:00:00","TMN2607","PC-1840","Logon"
"{U1P9-M2FC49PS-6607EJIE}","01/04/2010 08:00:00","TSB0614","PC-2990","Logon"
"{X3Z7-Y0CW49AI-4155ORZS}","01/04/2010 08:00:00","TWK2382","PC-0080","Logon"
"{Q1N2-N4TR52LX-4913FBFV}","01/04/2010 08:00:00","VKA2342","PC-3174","Logon"
"{W7O7-B6NV24VK-9799FPLO}","01/04/2010 08:00:00","WPM3609","PC-2039","Logon"
"{L7W5-A8ZA29VX-3958WEHK}","01/04/2010 08:00:00","WQC0435","PC-0882","Logon"
"{I2S6-A3IJ27LA-3119FFXS}","01/04/2010 08:00:00","WWM0906","PC-8652","Logon"
"{M7Z7-O3HH93PA-1462QEQZ}","01/04/2010 08:00:00","XBH1563","PC-0984","Logon"
"{S1G6-X9RA63HE-0073SEKT}","01/04/2010 08:00:00","XBM3889","PC-2117","Logon"
"{R4K6-P5UL13FR-4519GLEU}","01/04/2010 08:00:00","XGS1660","PC-5807","Logon"
"{J1Y6-W3LX99DM-3206TDUD}","01/04/2010 08:00:00","XKE1231","PC-0818","Logon"
"{I6G2-E4KG92JM-8583IASZ}","01/04/2010 08:00:00","ZBM1554","PC-2052","Logon"
"{E4P0-R1YM30BZ-0005SEMR}","01/04/2010 08:00:00","ZUB3062","PC-1743","Logon"
"{T2C4-C0ET80QF-4992EDRU}","01/04/2010 08:01:00","AYL3816","PC-0291","Logon"
"{C7A2-U8YI03DV-8519MNKP}","01/04/2010 08:01:00","BBH1251","PC-1667","Logon"
"{R1H7-Y6RC90CW-2791SNWW}","01/04/2010 08:01:00","CTC3485","PC-1172","Logon"
"{S1Y5-B1NQ30JT-0486GBUL}","01/04/2010 08:01:00","DER3015","PC-1423","Logon"
"{E8D2-M0YT78DE-4611ILQO}","01/04/2010 08:01:00","DHF1137","PC-7161","Logon"
"{R1Y7-C5TO39QN-9754TPES}","01/04/2010 08:01:00","EHR0834","PC-0880","Logon"
"{N7A6-J4LE47AV-0663FJIH}","01/04/2010 08:01:00","EMB1249","PC-7812","Logon"
"{J8V6-A0EB58SM-1699EFPZ}","01/04/2010 08:01:00","HAW0191","PC-4177","Logon"
"{P2C8-G1RO00NG-7748HEJL}","01/04/2010 08:01:00","HLN3899","PC-8411","Logon"
"{C8Z6-W6NR18GM-9846UWMB}","01/04/2010 08:01:00","HVK3922","PC-3271","Logon"
"{E1I9-Q4AF15XB-2640SBQN}","01/04/2010 08:01:00","JHF3645","PC-1772","Logon"
"{R4E6-B7NI58JO-7177SUVS}","01/04/2010 08:01:00","JJG3576","PC-3791","Logon"
"{J0G1-H9HU67LR-8465YOGM}","01/04/2010 08:01:00","JLH2593","PC-8733","Logon"
"{C4M0-A9KX82YB-4979OUHU}","01/04/2010 08:01:00","JOB3186","PC-3570","Logon"
"{O5F5-I0VV56KK-5569BGYG}","01/04/2010 08:01:00","KCB3432","PC-5614","Logon"
"{H7H6-X5IV82LR-4380UIAJ}","01/04/2010 08:01:00","KJB3339","PC-5128","Logon"
"{S0W3-H0KS06AC-4901WENA}","01/04/2010 08:01:00","KMM0877","PC-7542","Logon"
"{M3E4-Y9RB12PV-3608KDFE}","01/04/2010 08:01:00","KZH3417","PC-1256","Logon"
"{U3F8-Q5AM20YL-1338JHKF}","01/04/2010 08:01:00","LAV3915","PC-4926","Logon"
"{Z6B9-Z4MH39IV-6128VUKS}","01/04/2010 08:01:00","LCP0868","PC-1421","Logon"
"{R2U2-W5XD53RS-8675QCRA}","01/04/2010 08:01:00","MOM0486","PC-5929","Logon"
"{F7W9-H3JE42IW-0419ZBCH}","01/04/2010 08:01:00","MRP2014","PC-1511","Logon"
"{V5N0-T5BB51SP-4605QPUI}","01/04/2010 08:01:00","MUH3313","PC-5147","Logon"
"{G6I7-P7JB54MM-6007MUUX}","01/04/2010 08:01:00","NAC1573","PC-7496","Logon"
"{F4M2-G1UJ43TK-5107UTRP}","01/04/2010 08:01:00","NJL3166","PC-6548","Logon"
"{R2F8-N0OB06EA-3417QLMN}","01/04/2010 08:01:00","NJL3651","PC-5601","Logon"
"{G3H8-F6QA30FZ-6583TVKO}","01/04/2010 08:01:00","NTS3783","PC-0412","Logon"
"{V4L6-Q5VC38QR-8626EZUP}","01/04/2010 08:01:00","QDM0829","PC-5248","Logon"
"{D3K9-V5UK29TB-4387UEKV}","01/04/2010 08:01:00","RKH1034","PC-1564","Logon"
"{A1H5-M1JJ86WW-7409QPHT}","01/04/2010 08:01:00","RWB0076","PC-0986","Logon"
"{O6N3-R2OL70RB-7817VEOW}","01/04/2010 08:01:00","SDM3440","PC-1685","Logon"
"{G4Y5-P1CO78NY-2703KECU}","01/04/2010 08:01:00","SVM1219","PC-9668","Logon"
"{C3P7-J8PV70AQ-3310IYVH}","01/04/2010 08:01:00","SWR1313","PC-0517","Logon"
"{H3T8-A5PM54DO-4097XRXP}","01/04/2010 08:01:00","VDD1357","PC-8505","Logon"
"{S0Q5-D4GD67SU-0215VWZS}","01/04/2010 08:01:00","VWR0280","PC-4737","Logon"
"{M3B9-O4EN58UR-1459GCSD}","01/04/2010 08:01:00","WJM3771","PC-1470","Logon"
"{L8C1-G0LY92UU-2656GFMD}","01/04/2010 08:01:52","DIE1614","PC-5411","Logon"
"{H8K9-L7QO87CS-9651KDNH}","01/04/2010 08:02:00","AAM0982","PC-8048","Logon"
"{L9S2-G2SM36MB-9060ICBJ}","01/04/2010 08:02:00","AJH0905","PC-1935","Logon"
"{C9K5-Z1GN72MN-2627NYEP}","01/04/2010 08:02:00","ALH3631","PC-5470","Logon"
"{X9T1-O4SC73CH-3000NVDB}","01/04/2010 08:02:00","ARR3326","PC-5980","Logon"
"{G9G3-Y7OJ52HU-5258MXBY}","01/04/2010 08:02:00","BIS1128","PC-5332","Logon"
"{L7L2-V1HP33RL-5817YSEN}","01/04/2010 08:02:00","BLN0894","PC-9018","Logon"
"{S6Q6-K9NE50AX-3261JVCW}","01/04/2010 08:02:00","BRA3193","PC-2120","Logon"
"{Y7J6-C5GT92SF-0668JNYI}","01/04/2010 08:02:00","CAH0440","PC-7210","Logon"
"{N4C6-L9FT25QL-0031NVUH}","01/04/2010 08:02:00","CAK0160","PC-0658","Logon"
"{E6H6-B3HN60OX-6355DACH}","01/04/2010 08:02:00","CKH3434","PC-7405","Logon"
"{Y9W9-Q3JY37UD-8136YVQC}","01/04/2010 08:02:00","CMP2598","PC-3747","Logon"
"{P8P1-W7FZ09XC-5271RVVY}","01/04/2010 08:02:00","CSZ3912","PC-3208","Logon"
"{M8T2-H1RD74IH-2794GJWB}","01/04/2010 08:02:00","DDM1876","PC-3918","Logon"
"{G1B3-Z9UD12YS-1985IFQG}","01/04/2010 08:02:00","DNK3821","PC-9188","Logon"
"{X8K1-D5BC25BX-6171OKBG}","01/04/2010 08:02:00","DTR1323","PC-4277","Logon"
"{A0D2-F0PL12VU-3075SQJY}","01/04/2010 08:02:00","EWO3879","PC-8840","Logon"
"{B1A4-N0HN60SK-2398YVFX}","01/04/2010 08:02:00","FNC3437","PC-7827","Logon"
"{A6F3-J9ZF91BP-6219MVBK}","01/04/2010 08:02:00","FOH3956","PC-3544","Logon"
"{P3W1-H1EO59SS-0252UVAD}","01/04/2010 08:02:00","FSW0893","PC-0321","Logon"
"{H3F5-Q9OI87OI-2096XNXY}","01/04/2010 08:02:00","GCC3180","PC-1691","Logon"
"{U2A9-Q8SG77QY-8056NGVY}","01/04/2010 08:02:00","GKC0341","PC-6742","Logon"
"{Y6K1-W8JD88AT-6902SMJO}","01/04/2010 08:02:00","HCB3101","PC-4319","Logon"
"{Q7F5-O0TT07BX-8870TDLU}","01/04/2010 08:02:00","HKB3882","PC-0503","Logon"
"{P7C8-F8GE39RE-0737SBKI}","01/04/2010 08:02:00","IAG3427","PC-8920","Logon"
"{S0M0-W6LI89NK-4228QJXU}","01/04/2010 08:02:00","JJH0681","PC-0313","Logon"
"{Z1P9-O3TN67WD-8129OYAR}","01/04/2010 08:02:00","JKH3654","PC-6272","Logon"
"{L7X5-W4ER42TA-0651YIHU}","01/04/2010 08:02:00","JLM2314","PC-0376","Logon"
"{P7V5-E9SJ20RZ-2301FLWF}","01/04/2010 08:02:00","JSM0336","PC-6313","Logon"
"{K5U0-I3XP18ZO-1321DPLP}","01/04/2010 08:02:00","KAR1594","PC-1773","Logon"
"{U4G7-D2DF27NI-8339QUKJ}","01/04/2010 08:02:00","KZR3830","PC-2970","Logon"
"{D7S4-X0NQ56BE-8174EYAA}","01/04/2010 08:02:00","LCW2802","PC-0946","Logon"
"{R0X0-L4JD97LN-8101AOSY}","01/04/2010 08:02:00","LSM3639","PC-2011","Logon"
"{O5K7-Q0VK53OH-5467JQMZ}","01/04/2010 08:02:00","MDW0172","PC-9030","Logon"
"{K6U1-C7FL40LA-9710KTEL}","01/04/2010 08:02:00","MNR1033","PC-4307","Logon"
"{Q3W0-W5AS90DY-7749HNNA}","01/04/2010 08:02:00","NSW1870","PC-0091","Logon"
"{I2D1-J1OU02XE-5705XAMT}","01/04/2010 08:02:00","OHM1253","PC-8307","Logon"
"{Q1K0-K4BL54OC-6207MUGZ}","01/04/2010 08:02:00","QSL1867","PC-0416","Logon"
"{E6V4-J1FM77ZT-5704BSUC}","01/04/2010 08:02:00","REJ0832","PC-9647","Logon"
"{G1V8-L0JP62LB-0708YKPK}","01/04/2010 08:02:00","SBP2017","PC-0897","Logon"
"{F2L9-J8AL62DD-2525YNKY}","01/04/2010 08:02:00","SEM3646","PC-7864","Logon"
"{Q0X7-P4TK86PL-5923CXJD}","01/04/2010 08:02:00","SPC3802","PC-0038","Logon"
"{S2U1-Y7QY70DL-5171JDIT}","01/04/2010 08:02:00","SPL1742","PC-5420","Logon"
"{R4T8-S9MB20WD-5264JPHX}","01/04/2010 08:02:00","SRW3348","PC-3071","Logon"
"{U7Q1-Z0BF56AT-9220ZQWF}","01/04/2010 08:02:00","TTK3795","PC-7326","Logon"
"{W4M5-N7CE83YI-5645JUVL}","01/04/2010 08:02:00","VJB3897","PC-3299","Logon"
"{T0K6-R7YL28WF-5363EJXQ}","01/04/2010 08:02:00","VYM1222","PC-6984","Logon"
"{L0Q6-I8YH75DG-9077DPCV}","01/04/2010 08:02:00","VZP1040","PC-9189","Logon"
"{Q2P4-J6JD29AR-0109TTYV}","01/04/2010 08:02:00","WAC0988","PC-2674","Logon"
"{Y4N4-S7EO92IQ-4776HTJP}","01/04/2010 08:02:00","WDH3909","PC-1313","Logon"
"{C8R0-I2OT71MM-9607QJHY}","01/04/2010 08:03:00","ADC1257","PC-1354","Logon"
"{F3M3-J0ER40BE-3914TZXG}","01/04/2010 08:03:00","AQT0278","PC-7184","Logon"
"{B5W2-W4MX93JD-2626SEJN}","01/04/2010 08:03:00","AST3349","PC-9180","Logon"
"{V3I2-S7EP28UJ-9908EEDJ}","01/04/2010 08:03:00","AYA0285","PC-5225","Logon"
"{Q0T1-Y2HV77BD-2129TXWF}","01/04/2010 08:03:00","CAB3172","PC-5058","Logon"
"{N4P6-C5OZ79EL-0077KTAC}","01/04/2010 08:03:00","CDG3902","PC-0485","Logon"
"{Z4B4-A2MK41RU-7269TNDA}","01/04/2010 08:03:00","CHA3575","PC-3992","Logon"
"{U4H6-A1TU26SR-8333JHUH}","01/04/2010 08:03:00","CIG0624","PC-9671","Logon"
"{U1V7-Y4SA54YB-4301FKRM}","01/04/2010 08:03:00","DMM2016","PC-4272","Logon"
"{V2Q3-K4RN29FQ-7442KPON}","01/04/2010 08:03:00","DMO3890","PC-4731","Logon"
"{J6I2-M7DC01AE-6454VBON}","01/04/2010 08:03:00","EAW0483","PC-5410","Logon"
"{A5Q7-S5TM21AQ-5776OVVF}","01/04/2010 08:03:00","EHW3925","PC-6457","Logon"
"{G5N2-T9HB22SQ-0103GCPA}","01/04/2010 08:03:00","GHL0128","PC-3086","Logon"
"{K1F3-Z9VA34XA-0653TWOX}","01/04/2010 08:03:00","GLS0830","PC-7893","Logon"
"{O4A5-X1YI00XX-7946ACUU}","01/04/2010 08:03:00","GSD3918","PC-3768","Logon"
"{P1E5-Z7ZW05YW-9783POGO}","01/04/2010 08:03:00","HAP2818","PC-2884","Logon"
"{A3Y6-T2ZI36QL-2959LNQR}","01/04/2010 08:03:00","HJH3797","PC-3489","Logon"
"{H2C2-L6RU48HX-8027YKOR}","01/04/2010 08:03:00","IEM1925","PC-7488","Logon"
"{W9R6-N7FE69AL-2410WEJY}","01/04/2010 08:03:00","IEM2805","PC-8871","Logon"
"{Y7D2-P1KD69YP-6326CRJN}","01/04/2010 08:03:00","IHG0311","PC-1941","Logon"
"{U0D1-K2VM32FM-7065ODYS}","01/04/2010 08:03:00","IHV3597","PC-7251","Logon"
"{K7U2-N2AO82EH-9184ITIP}","01/04/2010 08:03:00","JRF3793","PC-2597","Logon"
"{T3O1-W3SM55XK-5045ENWY}","01/04/2010 08:03:00","KAN3603","PC-0150","Logon"
"{E3Y6-Y2SS14TS-4787APCT}","01/04/2010 08:03:00","KGS3167","PC-0635","Logon"
"{J0R6-N4MR46VR-6904BUMF}","01/04/2010 08:03:00","KJG3426","PC-7615","Logon"
"{Q8A5-Z3AC23IZ-4266EWNP}","01/04/2010 08:03:00","KQB3188","PC-9028","Logon"
"{F1J0-D0KL36NL-1242OLFY}","01/04/2010 08:03:00","MDD3648","PC-2497","Logon"
"{E1G6-V5NC48KT-3066QJQR}","01/04/2010 08:03:00","NLS3413","PC-9420","Logon"
"{Y3R0-O2BK60JX-6865IMQI}","01/04/2010 08:03:00","ODN0148","PC-3209","Logon"
"{C0F4-R7LE13MF-1213HUAQ}","01/04/2010 08:03:00","PAC3817","PC-3399","Logon"
"{S2Z2-V9LS97WZ-6540BVHK}","01/04/2010 08:03:00","REO3883","PC-0663","Logon"
"{S7M0-I2NR87LD-7419SPDZ}","01/04/2010 08:03:00","RJC3005","PC-7243","Logon"
"{Q9W9-N9CQ47FG-4238HKIB}","01/04/2010 08:03:00","SCC1866","PC-4742","Logon"
"{P2N0-X5HL59BA-0508BFAT}","01/04/2010 08:03:00","SZS2378","PC-3870","Logon"
"{I3R0-H1RI57KF-4772PQTP}","01/04/2010 08:03:00","TNM2021","PC-8881","Logon"
"{V7T3-H5OY61LP-3037ICOB}","01/04/2010 08:03:00","TOB1284","PC-8139","Logon"
"{E1F6-R5XY39YG-2685WNZO}","01/04/2010 08:03:54","HJR3049","PC-1562","Logon"
"{Y5W5-K8GE74SE-2766XMAO}","01/04/2010 08:04:00","ABR0482","PC-4378","Logon"
"{V4L0-Z8PF78QQ-9490XSMD}","01/04/2010 08:04:00","AKB3173","PC-9308","Logon"
"{P4W3-K4VH23MX-6115SVPP}","01/04/2010 08:04:00","ATK3785","PC-2675","Logon"
"{E8T6-R3KC14JN-0968XOZM}","01/04/2010 08:04:00","BBC3778","PC-0239","Logon"
"{O1R1-H6JL22FW-0574APBO}","01/04/2010 08:04:00","BKW0480","PC-1761","Logon"
"{L0G4-F3XO64BP-1619TZQT}","01/04/2010 08:04:00","CAG3178","PC-2919","Logon"
"{T1J4-H5TF05DW-8223BUZQ}","01/04/2010 08:04:00","CAH3411","PC-6625","Logon"
"{O2G5-S8IN13QP-5106RLMD}","01/04/2010 08:04:00","CKG0305","PC-4087","Logon"
"{M2G3-K8DP61BH-7264UIUA}","01/04/2010 08:04:00","CTL1598","PC-7376","Logon"
"{V6D1-A9FV62ZZ-8394LJIE}","01/04/2010 08:04:00","DAC3433","PC-1238","Logon"
"{L1Q6-F6AH92RO-3794TTHC}","01/04/2010 08:04:00","DDJ2587","PC-3483","Logon"
"{N2H6-T6OR54BR-5173TQME}","01/04/2010 08:04:00","DDW3324","PC-1334","Logon"
"{A3Y8-E1OQ38ZJ-0921LWOD}","01/04/2010 08:04:00","EHL3331","PC-8787","Logon"
"{K4Z6-K5IP35HU-1866IBVP}","01/04/2010 08:04:00","FCB0897","PC-0931","Logon"
"{U2N6-A8AH28HG-3411RETP}","01/04/2010 08:04:00","FIR1230","PC-3240","Logon"
"{R6R6-I7MV33XJ-6204FOAG}","01/04/2010 08:04:00","GBP3811","PC-1494","Logon"
"{D5K7-X0PB56EX-4070SQTL}","01/04/2010 08:04:00","HFW2022","PC-4399","Logon"
"{M5H4-Q3NE13CA-0570LHPL}","01/04/2010 08:04:00","HJV0875","PC-7936","Logon"
"{D1J5-O7OZ72YE-5405YJHV}","01/04/2010 08:04:00","HLM2027","PC-1167","Logon"
"{A1U8-Q7QQ42VQ-8135BVHO}","01/04/2010 08:04:00","IWL1032","PC-2680","Logon"
"{U3E0-K5HK97DY-7695PWRQ}","01/04/2010 08:04:00","JCB0316","PC-9767","Logon"
"{I9O9-N2QL22MR-9600FRXV}","01/04/2010 08:04:00","JCV3435","PC-1257","Logon"
"{M5J0-O3QP98JW-3545AYUN}","01/04/2010 08:04:00","JDA2296","PC-2204","Logon"
"{V1G0-B4MK67FZ-2308ZDQK}","01/04/2010 08:04:00","JLO0860","PC-8158","Logon"
"{Z2O1-Q7GI38BJ-0270ZCZZ}","01/04/2010 08:04:00","KMH1221","PC-8827","Logon"
"{M1P1-Y4QR84FD-8758GJYW}","01/04/2010 08:04:00","LDF1919","PC-2946","Logon"
"{C6O5-Z9FZ13FW-6892AOPG}","01/04/2010 08:04:00","LDS0737","PC-1037","Logon"
"{E0V6-Y9PH55OF-6627HZHB}","01/04/2010 08:04:00","LRS1931","PC-3277","Logon"
"{H3M2-Y0QF71SF-8076YPEU}","01/04/2010 08:04:00","MSH3905","PC-1915","Logon"
"{L5S9-G2TF00UE-9983BMDE}","01/04/2010 08:04:00","NWM3641","PC-4007","Logon"
"{W2Q3-L9MQ31NP-8242DXNH}","01/04/2010 08:04:00","OLR0348","PC-0176","Logon"
"{L0E9-M5JX08CH-3754SJRK}","01/04/2010 08:04:00","OVR3330","PC-2929","Logon"
"{F1I3-V1NV59IT-5312CCBV}","01/04/2010 08:04:00","PSR3421","PC-8189","Logon"
"{F2L0-X3BZ37EA-9217DPMX}","01/04/2010 08:04:00","RBA3780","PC-8209","Logon"
"{G2D5-G7AH98VS-9997JSXK}","01/04/2010 08:04:00","RJL0078","PC-3300","Logon"
"{W1S7-L7US46MM-4747KRBV}","01/04/2010 08:04:00","RNH3593","PC-1746","Logon"
"{W6N5-D8BA48CJ-6918VJPK}","01/04/2010 08:04:00","VAJ3168","PC-4485","Logon"
"{N0Z6-K4HA17SP-1447ODHC}","01/04/2010 08:04:18","NDD0597","PC-5772","Logoff"
"{C2D0-Y1QA90AK-1376FZQL}","01/04/2010 08:05:00","AGG3828","PC-4708","Logon"
"{R5W2-D1HE36PL-4545QTAO}","01/04/2010 08:05:00","AJC3636","PC-4530","Logon"
"{N3L6-B3EE71NT-3906XDZH}","01/04/2010 08:05:00","ATW1039","PC-8635","Logon"
"{W0B2-J1FC42YT-7380SVDR}","01/04/2010 08:05:00","BAL1923","PC-1986","Logon"
"{E1R4-G6GI03BI-1423KNDO}","01/04/2010 08:05:00","BSL1127","PC-8013","Logon"
"{G1F6-I2TH69RS-7255LVQN}","01/04/2010 08:05:00","CAS3809","PC-3273","Logon"
"{T5H6-E0UE90YO-7121NARI}","01/04/2010 08:05:00","CHC3920","PC-6369","Logon"
"{A6K1-J0VF05CU-9595QJSY}","01/04/2010 08:05:00","CTK3836","PC-7817","Logon"
"{M2Y6-F1LY22XV-2680CPNR}","01/04/2010 08:05:00","CWG3213","PC-3912","Logon"
"{M9K8-K4PE79HU-5268GEHH}","01/04/2010 08:05:00","DTS3894","PC-7176","Logon"
"{A0D0-R9JT30AQ-7702TOVF}","01/04/2010 08:05:00","EBO2015","PC-1893","Logon"
"{O9J9-X9JY81JB-5664PIDO}","01/04/2010 08:05:00","ECH3561","PC-3694","Logon"
"{S6U9-L1NK52VA-9328MXAK}","01/04/2010 08:05:00","ECM3650","PC-2979","Logon"
"{P4M5-Z5CZ25TH-8120MQMW}","01/04/2010 08:05:00","EGM2816","PC-0971","Logon"
"{Z1B7-C2NL72YV-3920UFCS}","01/04/2010 08:05:00","GCR0625","PC-0731","Logon"
"{P5B9-R4GQ14ZH-1666ZNJI}","01/04/2010 08:05:00","GDH3634","PC-5458","Logon"
"{B1V4-M2LW62RD-6026SWNM}","01/04/2010 08:05:00","HDS0021","PC-9574","Logon"
"{C3V2-P1GY63PG-5516KEUD}","01/04/2010 08:05:00","IDB1873","PC-2533","Logon"
"{C0D3-D8FJ67LR-8412VYCM}","01/04/2010 08:05:00","ITC3192","PC-4499","Logon"
"{D7O3-I3QE47EL-9406NIUR}","01/04/2010 08:05:00","JRD0342","PC-7801","Logon"
"{C8K2-I6UB99GM-2700OHKA}","01/04/2010 08:05:00","JRW3788","PC-5660","Logon"
"{N3V2-A1CW54AG-3781NXMZ}","01/04/2010 08:05:00","JTW0346","PC-3856","Logon"
"{U5V1-L5JF15WB-7361LHOV}","01/04/2010 08:05:00","JUC0510","PC-4040","Logon"
"{U5Z3-S4GK16CG-2818DAGR}","01/04/2010 08:05:00","KAY3187","PC-3775","Logon"
"{Q8Y2-P7JC65PM-5052TWYA}","01/04/2010 08:05:00","KIR3347","PC-5539","Logon"
"{M5X3-J7ZY65WC-4452OXTR}","01/04/2010 08:05:00","KSC3336","PC-2173","Logon"
"{G9O4-K6RL89ZU-3037RKSG}","01/04/2010 08:05:00","KWD0879","PC-2506","Logon"
"{B6K7-G5XP03AM-3844VWQZ}","01/04/2010 08:05:00","KYM2815","PC-0928","Logon"
"{D6A7-O4WC62JN-1928EZYI}","01/04/2010 08:05:00","LOE2595","PC-8397","Logon"
"{X4H0-Q0BF14JO-9273UDAR}","01/04/2010 08:05:00","MEG2798","PC-1921","Logon"
"{N8B1-K1SY36XF-4575RWDE}","01/04/2010 08:05:00","MJB0835","PC-1279","Logon"
"{H4Y3-A1LU03GF-1704RXZE}","01/04/2010 08:05:00","MNC3904","PC-2849","Logon"
"{Y7G6-E4JF63RX-9332WDNI}","01/04/2010 08:05:00","NWL3829","PC-1399","Logon"
"{K6P3-W2MM07RW-8016KQSA}","01/04/2010 08:05:00","OHM3199","PC-3562","Logon"
"{C3Q3-T9KV38DE-0681WHBJ}","01/04/2010 08:05:00","PYP0855","PC-0509","Logon"
"{R5S1-M4VU64ZV-6190JHTR}","01/04/2010 08:05:00","RGO1260","PC-3095","Logon"
"{W5Q0-R9RC47TE-0217QLXJ}","01/04/2010 08:05:00","RJG3314","PC-4882","Logon"
"{D6H0-A8HH01VA-8295FJVU}","01/04/2010 08:05:00","RSE2008","PC-4913","Logon"
"{Y7K6-N9EN74IW-2220TMCX}","01/04/2010 08:05:00","RZP2804","PC-4513","Logon"
"{K2O0-K8HH78VB-2415XXPE}","01/04/2010 08:05:00","SSF3805","PC-8734","Logon"
"{B8E9-K8QQ13AG-1612TUVK}","01/04/2010 08:05:00","TNB3176","PC-0178","Logon"
"{C4Y9-D9GK86YM-7386CUXY}","01/04/2010 08:05:00","VAG3607","PC-7803","Logon"
"{D5H4-R3UB15AY-4003HPZZ}","01/04/2010 08:05:00","WCK3598","PC-0981","Logon"
"{H6O5-U6VV50GZ-7623FXLG}","01/04/2010 08:05:00","YFW3812","PC-7035","Logon"
"{T9J7-B3WG81DV-2917MFWP}","01/04/2010 08:06:00","ADL2020","PC-1031","Logon"
"{H8M4-G5KN48CR-7846JDYZ}","01/04/2010 08:06:00","AFS3914","PC-4047","Logon"
"{B5C6-Y2FD12IY-7150ALBV}","01/04/2010 08:06:00","AJC0874","PC-6594","Logon"
"{C3C3-C8BC76AE-3821OXSH}","01/04/2010 08:06:00","ARG2814","PC-2734","Logon"
"{Z6A9-N4LZ42RL-6780WDOA}","01/04/2010 08:06:00","BAR0484","PC-8182","Logon"
"{F1S6-U5OM45SY-3907SVAQ}","01/04/2010 08:06:00","BBG1261","PC-9568","Logon"
"{U9Z7-K7EX06OZ-4461AEWN}","01/04/2010 08:06:00","BJB3438","PC-5008","Logon"
"{R5F5-T7TY77IZ-0488UGOK}","01/04/2010 08:06:00","BLO3340","PC-4356","Logon"
"{Z0V1-F3OZ25XN-2507FJWS}","01/04/2010 08:06:00","DCT3916","PC-6302","Logon"
"{N2E7-Z3CY83PP-4218IZUO}","01/04/2010 08:06:00","DLL3592","PC-9615","Logon"
"{Q7X1-V8OH58LJ-9121KYJR}","01/04/2010 08:06:00","EHA0020","PC-3137","Logon"
"{L9M8-U4RQ83DL-1127JGMQ}","01/04/2010 08:06:00","GGH1035","PC-8360","Logon"
"{S3F7-C2AK79MI-6355DKER}","01/04/2010 08:06:00","GPH3820","PC-9115","Logon"
"{B1C4-Q7EW54UA-5952ITEV}","01/04/2010 08:06:00","GTA3791","PC-5959","Logon"
"{F9C8-W4GB08HU-4650VWJO}","01/04/2010 08:06:00","HTS0190","PC-2338","Logon"
"{I7C8-J4GA90ZN-6622YPJL}","01/04/2010 08:06:00","IAS3815","PC-5709","Logon"
"{I5W2-U7KQ30IP-1232YIPL}","01/04/2010 08:06:00","IKC3638","PC-0834","Logon"
"{J2O0-U1NO74ZD-4407WTPN}","01/04/2010 08:06:00","KIP1000","PC-3689","Logon"
"{P4N2-Q5KR63UG-3489XNME}","01/04/2010 08:06:00","KMS0836","PC-3620","Logon"
"{N2P8-C0LN41JT-3700DIQT}","01/04/2010 08:06:00","LCB3430","PC-2331","Logon"
"{N9R6-X2DZ88EA-0223CEYM}","01/04/2010 08:06:00","LLR3772","PC-2262","Logon"
"{X6S7-G4EI32NL-2814JMPU}","01/04/2010 08:06:00","LRW0871","PC-1716","Logon"
"{O9S5-Q6AG34GX-0776AHNK}","01/04/2010 08:06:00","LUC3610","PC-8887","Logon"
"{A6D7-A8OL21FK-0964VZBA}","01/04/2010 08:06:00","MCC1254","PC-5501","Logon"
"{W7I1-C8NK11FT-0217LYQC}","01/04/2010 08:06:00","MEM3923","PC-8941","Logon"
"{A6D8-A7TO40QD-3543QGRC}","01/04/2010 08:06:00","MSP3608","PC-3455","Logon"
"{H0R1-L1KL95AF-8449LSNF}","01/04/2010 08:06:00","MSS3323","PC-8967","Logon"
"{Q7I0-N9PH14RR-9270RMUI}","01/04/2010 08:06:00","MWR3789","PC-4440","Logon"
"{T1Y7-B4DO30AX-7502ECDI}","01/04/2010 08:06:00","NLP0314","PC-2101","Logon"
"{H4Y7-X6OL20PN-1801XUCT}","01/04/2010 08:06:00","NRL0075","PC-4411","Logon"
"{T3N2-N9RJ64WW-2008PTBB}","01/04/2010 08:06:00","NSS1932","PC-1264","Logon"
