id,date,user,pc,file_tree,activity
{P1I2-D0RP27MN-9948WMRS},01-04-2010 11:59,SFB1295,PC-3153,R:\;R:\15T8z75;R:\311pZ89;R:\SFB1295,Connect
{F5A1-R0QE32DD-4080PLXQ},01-04-2010 11:59,DJC1088,PC-2931,R:\;R:\369hfz8;R:\489BfR8;R:\DJC1088,Connect
{C0F3-M9EJ80WA-9005QTVT},01-04-2010 12:00,JGL1498,PC-8712,,Disconnect
{R6F3-M7YM07GO-7880WAUE},01-04-2010 12:00,DYF1370,PC-5383,,Disconnect
{L2C8-M9UM55UU-1510OKGV},01-04-2010 12:00,RMC1444,PC-3993,,Disconnect
{S3M9-Y6YW35ZR-7116AKFU},01-04-2010 12:00,ACR1367,PC-1725,,Disconnect
{S0C8-X4PM81KR-9597MWJF},01-04-2010 12:00,VYM1222,PC-6984,R:\;R:\53ft9k2;R:\VYM1222,Connect
{F9T7-L7AX02TG-0559BMTL},01-04-2010 12:00,EPT1398,PC-4178,,Disconnect
{V4U5-Q5JI58BK-4580MDGX},01-04-2010 12:00,DHR3582,PC-6765,,Disconnect
{A5X0-O4AS31DT-2586ELEN},01-04-2010 12:00,CAH0440,PC-7210,R:\;R:\42mzCW0;R:\56HXGv0;R:\96c6Gh4;R:\99s3QR4;R:\CAH0440,Connect
{W6P3-Y0EI18XL-0817PSKS},01-04-2010 12:00,WCH0096,PC-3449,,Disconnect
{M3W8-S6PK91QO-8443SGFN},01-04-2010 12:00,ADC0889,PC-8801,,Disconnect
{W8L5-W6EJ27MY-1517UPDF},01-04-2010 12:00,ACR1367,PC-1725,R:\;R:\49f3357;R:\64h63q6;R:\ACR1367,Connect
{H6V2-Z6AC25WX-7214CUUM},01-04-2010 12:00,YMG1240,PC-6971,R:\;R:\31yD9H2;R:\43RYK31;R:\59VlPK0;R:\95C6wf4;R:\YMG1240,Connect
{C0D3-P8FV82QO-6126BNIK},01-04-2010 12:01,BAH1129,PC-7221,,Disconnect
{H2A7-E8SK13LZ-5532HPQY},01-04-2010 12:01,TZM0061,PC-2163,R:\;R:\81p39v6;R:\91XHx41;R:\TZM0061,Connect
{M2Q7-G6VN55UP-4945QHLP},01-04-2010 12:01,KRF0163,PC-3220,,Disconnect
{Y7J6-X9ZM02PT-0618WXFD},01-04-2010 12:01,DEA2497,PC-6057,R:\;R:\46T5mQ4;R:\48r8957;R:\722FM29;R:\DEA2497,Connect
{S0J8-O7QH28OQ-2246WIIW},01-04-2010 12:02,CLG3513,PC-0465,,Disconnect
{O6W4-T9OQ30VH-7919HWAF},01-04-2010 12:02,KSC3519,PC-4783,,Disconnect
{Q3R7-U7CU08KZ-9029PDKW},01-04-2010 12:02,DLL3592,PC-9615,R:\;R:\271VW19;R:\97ph3Z2;R:\DLL3592,Connect
{Y6F1-B6MG15XA-3684YGBR},01-04-2010 12:02,JFJ3572,PC-1992,,Disconnect
{S1D7-T9RW18MD-6705RHXV},01-04-2010 12:02,OVR3330,PC-2929,,Disconnect
{M4G0-G2YE79DY-5515AYHQ},01-04-2010 12:02,VBC0289,PC-1836,,Disconnect
{N7G1-F9JR90NQ-3008CBWC},01-04-2010 12:02,HDB1365,PC-6069,R:\;R:\46Df583;R:\46P56H6;R:\52gqd81;R:\56j7h55;R:\HDB1365,Connect
{R9V8-Y4LB53FO-0420VPSR},01-04-2010 12:02,XCR3677,PC-6026,R:\;R:\27h9787;R:\XCR3677,Connect
{D9H5-Y2NY14CL-1206BZWK},01-04-2010 12:02,MSL3587,PC-4381,,Disconnect
{K7M0-W2VC68ZM-4683JBWJ},01-04-2010 12:03,SDV2880,PC-4842,,Disconnect
{V3V4-S4VQ42IQ-4575IHDB},01-04-2010 12:03,KSS3726,PC-2476,,Disconnect
{L3F0-Y4TD07EM-2113EFJT},01-04-2010 12:03,TMO1697,PC-0792,R:\;R:\29NNR71;R:\371XY89;R:\37p47G6;R:\65S6397;R:\TMO1697,Connect
{W2Q4-H1KS22YN-0822ZCCY},01-04-2010 12:04,OVR3330,PC-2929,R:\;R:\OVR3330,Connect
{D4R4-O3UA87NJ-6981KYGR},01-04-2010 12:04,CLW2894,PC-4639,,Disconnect
{W8S5-E7FG81FO-2811NBPY},01-04-2010 12:04,TSW1744,PC-6575,R:\;R:\TSW1744,Connect
{O2B6-S5SU00PC-3752IEMP},01-04-2010 12:04,JHM0318,PC-0827,R:\;R:\JHM0318,Connect
{B3S9-R1MN23KS-3534EZPG},01-04-2010 12:04,DJC1088,PC-2931,,Disconnect
{U7Q9-L9WP37TG-5157QLPY},01-04-2010 12:04,CCR3246,PC-5457,R:\;R:\85y85f6;R:\CCR3246,Connect
{F1R6-R7MM98UB-2301FPTU},01-04-2010 12:04,BZD3640,PC-3239,,Disconnect
{P2O0-I5FG22EA-9509ZRKR},01-04-2010 12:04,MVH0549,PC-2472,R:\;R:\541yz39;R:\MVH0549,Connect
{X9M1-Y9LS32ID-8830LRCW},01-04-2010 12:04,EWG2254,PC-2695,R:\;R:\EWG2254,Connect
{G2Z1-V5CQ32BD-8825LBTM},01-04-2010 12:05,QAJ1379,PC-2152,R:\;R:\QAJ1379,Connect
{A9M5-E2GK93WJ-2296WTNF},01-04-2010 12:05,PWE1562,PC-5650,R:\;R:\59D6f25;R:\62lk5g2;R:\63y63T6;R:\PWE1562,Connect
{Y9R9-A3SB42VD-9732JNAR},01-04-2010 12:05,RCA2575,PC-8906,R:\;R:\47H9B55;R:\RCA2575,Connect
{K8D8-D0WP64PW-9793XVJZ},01-04-2010 12:05,GCR0625,PC-0731,R:\;R:\21dP4G2;R:\45Z37Z6;R:\86K1w55;R:\GCR0625,Connect
{R9R8-L1EW61GJ-2514WVHZ},01-04-2010 12:05,OBB1551,PC-6409,R:\;R:\86ckX31;R:\88k9t55;R:\OBB1551,Connect
{D3X5-W2KX49YU-6406QRQP},01-04-2010 12:05,DIE1614,PC-1213,,Disconnect
{B6D9-M3KZ24NF-1267KXYJ},01-04-2010 12:05,DJJ2687,PC-9437,R:\;R:\123Nln8;R:\12SV7Z2;R:\36n93c6;R:\87j6887;R:\DJJ2687,Connect
{S1T2-S6AK97FM-1162TFSG},01-04-2010 12:06,JHH3615,PC-0248,R:\;R:\21Bnb41;R:\53R4J55;R:\JHH3615,Connect
{U2U1-I2XJ15WV-3835VAGL},01-04-2010 12:06,TSW1744,PC-6575,,Disconnect
{Y0T5-T3KV17SD-4818WVMG},01-04-2010 12:06,HNH0199,PC-9577,R:\;R:\HNH0199,Connect
{G1G8-D7BR47AO-5970DXRJ},01-04-2010 12:06,BVW2499,PC-6877,,Disconnect
{E9U8-G0UR47GX-6861WVJH},01-04-2010 12:06,DAM1245,PC-9940,,Disconnect
{Q3B0-N6UR32PD-5297VXWJ},01-04-2010 12:06,MCG3960,PC-1306,R:\;R:\13l33v6;R:\21lYhT0;R:\MCG3960,Connect
{K1F5-E0JO26CL-9445TDOS},01-04-2010 12:06,CAS2206,PC-5875,,Disconnect
{O5D0-A4GD37FO-3505KEVK},01-04-2010 12:06,MAL1912,PC-3117,R:\;R:\MAL1912,Connect
{Z8E4-V7LR50PO-6501LYNW},01-04-2010 12:07,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{O9P5-G2RX07GS-6022KXNP},01-04-2010 12:07,EWG2254,PC-2695,,Disconnect
{P0P7-S5NE64XT-8911PRLM},01-04-2010 12:07,CTH1005,PC-6458,,Disconnect
{I9V5-F5OT75TW-0801NXFS},01-04-2010 12:07,HCL2011,PC-6428,R:\;R:\32tBHf0;R:\61gCp61;R:\78rXG11;R:\HCL2011,Connect
{Q3P8-X6WU33ZP-3274NZRX},01-04-2010 12:07,HNH0199,PC-9577,,Disconnect
{C3E2-V3DZ31EI-6984XONS},01-04-2010 12:07,ARG2814,PC-2734,,Disconnect
{H6W5-D6BS98UX-8558HKMF},01-04-2010 12:07,MAL1912,PC-3117,,Disconnect
{T1U6-B7EH57RX-8174UHIS},01-04-2010 12:07,IFD3423,PC-3470,R:\;R:\23SD263;R:\49M4Ml4;R:\54SM2c2;R:\IFD3423,Connect
{V6J2-M5JI61PB-6620OEGE},01-04-2010 12:07,GLW1640,PC-2320,,Disconnect
{T7R0-F0VR21OX-5343WOBE},01-04-2010 12:08,RKH0124,PC-3702,,Disconnect
{R6F7-D0KP43UR-5528KHAG},01-04-2010 12:08,JJH0681,PC-0313,,Disconnect
{B1S3-W9CS34XF-0748JQZY},01-04-2010 12:08,RJL0609,PC-5036,,Disconnect
{I1D9-V0FK89CU-9337SYZS},01-04-2010 12:08,LEM1739,PC-8254,R:\;R:\69yxC21;R:\719nR49;R:\89Cq633;R:\99K8877;R:\LEM1739,Connect
{Q0Q8-T4FU11TN-7977HEGL},01-04-2010 12:08,TSW1744,PC-6575,R:\;R:\TSW1744,Connect
{I0O9-E7IN56RU-2005AGHZ},01-04-2010 12:08,CLT1449,PC-9672,R:\;R:\CLT1449,Connect
{G2S3-E9QZ43ML-4865WIRZ},01-04-2010 12:08,CLT1449,PC-9672,,Disconnect
{G4G4-N8FH28MG-7709ZSSR},01-04-2010 12:08,MAR1422,PC-1050,R:\;R:\MAR1422,Connect
{P6A4-L2XG44KL-7336AURW},01-04-2010 12:08,RAC3245,PC-6828,R:\;R:\74G5Bs4;R:\82Pq2r2;R:\85Y3J75;R:\RAC3245,Connect
{Z9V7-R7UR42KL-9654TQBN},01-04-2010 12:08,DEM1601,PC-2545,R:\;R:\42BFv91;R:\69bvXT0;R:\DEM1601,Connect
{X7D1-X1QY43BA-8020PKSR},01-04-2010 12:09,AHF0446,PC-6263,R:\;R:\34b8vN4;R:\37w85Y6;R:\44g9bZ4;R:\AHF0446,Connect
{S6D6-N5IU30TS-2615YOQH},01-04-2010 12:09,VAC3318,PC-8172,,Disconnect
{H1C6-D1DB66MU-3308LGOB},01-04-2010 12:09,EFS3999,PC-0076,R:\;R:\EFS3999,Connect
{P0X3-E3ZI95HI-5859VWZM},01-04-2010 12:09,PES2571,PC-0251,R:\;R:\PES2571,Connect
{G1H6-Q5PO99PW-4716BHXM},01-04-2010 12:09,DTR3804,PC-1960,,Disconnect
{C7F1-R1IQ20VA-5607FFKA},01-04-2010 12:09,LJB1898,PC-8375,,Disconnect
{Y2S1-S5HM58LL-0009CQPC},01-04-2010 12:09,CAH0440,PC-7210,,Disconnect
{H4Y6-C3QF61XH-1016LVLL},01-04-2010 12:09,TSW1744,PC-6575,,Disconnect
{H8O6-N2AO51CQ-0880HEBA},01-04-2010 12:10,PKY0246,PC-3655,,Disconnect
{G7W4-L2RB21HT-9777NMOM},01-04-2010 12:10,SFB1295,PC-3153,,Disconnect
{P2N5-I8FF32VF-7308CAYD},01-04-2010 12:10,GAM3824,PC-5880,,Disconnect
{S9O3-K6OY30LP-1676MYQM},01-04-2010 12:10,DKP3021,PC-8522,,Disconnect
{R8R8-D2WQ76QS-1601DXAZ},01-04-2010 12:10,MRB0178,PC-7966,R:\;R:\931NXw8;R:\MRB0178,Connect
{M0Z1-N9YX18IB-3802DXJZ},01-04-2010 12:10,WBV0637,PC-8714,R:\;R:\11pt543;R:\43m1527;R:\WBV0637,Connect
{H1V6-W8HK39PN-8338HOEJ},01-04-2010 12:11,GAM3824,PC-5880,R:\;R:\37t4QG4;R:\54nS8q2;R:\815CXS8;R:\GAM3824,Connect
{E4S4-D1ZK82JH-4412EZQN},01-04-2010 12:11,CSC0533,PC-5044,,Disconnect
{K6F7-E4TX09OL-9190VWAC},01-04-2010 12:11,EHS0205,PC-6508,,Disconnect
{S8G3-W9HM37IQ-6382PYOD},01-04-2010 12:11,OCZ3155,PC-4722,,Disconnect
{S9G6-W6WK34ER-1986FOWU},01-04-2010 12:11,ADC2989,PC-9658,,Disconnect
{J0K4-K5PM21OX-8608XUMC},01-04-2010 12:11,XCR3677,PC-6026,,Disconnect
{F7X4-B0RR96ZK-3560WMKJ},01-04-2010 12:11,YDS2418,PC-9688,R:\;R:\979tvm8;R:\YDS2418,Connect
{D3H9-B6KA58VJ-2807PHWD},01-04-2010 12:11,SCY0747,PC-2153,,Disconnect
{P4G3-X5YR69GB-3566DVEH},01-04-2010 12:11,ASM1805,PC-0779,R:\;R:\61p6x15;R:\68CqCC0;R:\ASM1805,Connect
{Q6P8-T1TN02LR-5033TJOA},01-04-2010 12:11,OBB1551,PC-6409,,Disconnect
{H0Q5-V6PO56FB-4351MWGD},01-04-2010 12:11,XSG1847,PC-6679,,Disconnect
{U6C6-H6SG82BO-9784DSFU},01-04-2010 12:12,SCY0747,PC-2153,R:\;R:\25t1967;R:\31Q9Dj4;R:\45QlsJ0;R:\99V6237;R:\SCY0747,Connect
{C5H1-K3CM73MY-6700QFDG},01-04-2010 12:12,CHS2823,PC-2766,R:\;R:\28PL423;R:\CHS2823,Connect
{O2C9-Q8BA46VY-3428GTCN},01-04-2010 12:12,OVR3330,PC-2929,,Disconnect
{H0N7-O2AS46VK-8298LMQV},01-04-2010 12:12,BEP2441,PC-9228,R:\;R:\BEP2441,Connect
{V9V0-J0AL19IQ-7704DYKS},01-04-2010 12:12,WWD0136,PC-8251,R:\;R:\68ft173;R:\83d96X6;R:\WWD0136,Connect
{H2R7-W2WN85RV-9661SETC},01-04-2010 12:12,IFB3864,PC-5027,R:\;R:\IFB3864,Connect
{I8Z9-L3RW95TX-7414GMNB},01-04-2010 12:12,BEP2441,PC-9228,,Disconnect
{D8S9-Q3HZ32HM-0188NDJD},01-04-2010 12:12,JHH3615,PC-0248,,Disconnect
{J2R4-Z3HC92VJ-7987OEGB},01-04-2010 12:13,ARM3724,PC-4713,,Disconnect
{W6P6-G7CP01HN-6904WENX},01-04-2010 12:13,CTS3428,PC-4598,R:\;R:\12bl1V2;R:\625pbR8;R:\97Q1Bh4;R:\CTS3428,Connect
{O7L5-A5PZ76FI-3313JIYK},01-04-2010 12:13,VAC3318,PC-8172,R:\;R:\VAC3318,Connect
{B7J5-Q4PB35PX-5536QYIB},01-04-2010 12:13,RCA2575,PC-8906,,Disconnect
{K8B5-B3FE27EZ-0947ZLUO},01-04-2010 12:13,AIP0184,PC-2225,R:\;R:\AIP0184,Connect
{O8G0-S5GJ85FM-0648CHIA},01-04-2010 12:13,MAR1422,PC-1050,,Disconnect
{Q4F1-V2TY28PC-9438FMTR},01-04-2010 12:13,DEC0121,PC-3113,R:\;R:\DEC0121,Connect
{S9S8-W4BW78BN-3303DLIM},01-04-2010 12:13,DEM1601,PC-2545,,Disconnect
{Q7X5-R0UJ02VE-5485IRDZ},01-04-2010 12:14,UMP0532,PC-1797,R:\;R:\19Bt6r2;R:\56Fm923;R:\78c6x65;R:\UMP0532,Connect
{T1Q2-I0UT85WO-1726LUND},01-04-2010 12:14,SCC0387,PC-7679,,Disconnect
{H3U8-A8LX40IY-4564ZWDK},01-04-2010 12:14,SMH0019,PC-4409,R:\;R:\765jd69;R:\SMH0019,Connect
{O1X0-M7ZF90LH-9262ZGEK},01-04-2010 12:14,MAR1422,PC-1050,R:\;R:\MAR1422,Connect
{Y8Q5-R4ZI37TX-3272KERG},01-04-2010 12:14,PAB0200,PC-0858,R:\;R:\18bw1J2;R:\54Qvgx0;R:\59HxVT0;R:\PAB0200,Connect
{U5F7-G9AO65HV-9479EUQP},01-04-2010 12:14,GCR0625,PC-0731,,Disconnect
{X9W8-F9OP14ZX-4639KUPD},01-04-2010 12:14,ZOK1135,PC-0590,R:\;R:\ZOK1135,Connect
{M9J7-I1YI44BU-7409QEGB},01-04-2010 12:14,IHH1484,PC-4158,R:\;R:\86v3Cw4;R:\IHH1484,Connect
{T5Q1-F1KR43BT-3519NIGR},01-04-2010 12:15,SJB2862,PC-0085,R:\;R:\28fR5X2;R:\41r65F6;R:\SJB2862,Connect
{Z5R5-U3GN21DO-6586ZWYC},01-04-2010 12:15,MKR2930,PC-1209,,Disconnect
{W6T4-W8ZX45CN-5344WEBG},01-04-2010 12:16,CCR3246,PC-5457,,Disconnect
{N9H0-C6LO45YT-5343LUAA},01-04-2010 12:16,APM1561,PC-2650,,Disconnect
{M9U5-Q4IX15GT-7124OEVC},01-04-2010 12:17,IEM1925,PC-7488,R:\;R:\43c5H35;R:\IEM1925,Connect
{N3K7-U6QZ42NM-1586GVHM},01-04-2010 12:17,BLM0615,PC-4420,R:\;R:\24l5N75;R:\BLM0615,Connect
{N0W6-S9QU06FA-2412OBFH},01-04-2010 12:17,TMO1697,PC-0792,,Disconnect
{K4F6-A0QF01OV-6311LXPK},01-04-2010 12:17,RPW0421,PC-2218,R:\;R:\RPW0421,Connect
{X5O8-J7CN95IK-5387FUPD},01-04-2010 12:18,ORL3995,PC-6988,R:\;R:\13H4g35;R:\799Tc39;R:\811Km19;R:\ORL3995,Connect
{T7Z4-Q7SB04RH-7415DMYL},01-04-2010 12:18,MLH3474,PC-9596,,Disconnect
{K7B6-N2IF81ZF-1808PDEX},01-04-2010 12:18,YRS2977,PC-4256,R:\;R:\YRS2977,Connect
{B8I8-P2DB97SM-5311ZFKD},01-04-2010 12:18,ZOK1135,PC-0590,,Disconnect
{E8M1-Y0JS14SD-1640QMMU},01-04-2010 12:18,TRH1062,PC-0411,R:\;R:\99Pp1p2;R:\TRH1062,Connect
{L0H1-Q8SU99IY-5779EINY},01-04-2010 12:18,AYA0285,PC-5225,R:\;R:\91w2D45;R:\AYA0285,Connect
{E7N3-K5ID37CS-9036XLGD},01-04-2010 12:18,GHL0128,PC-3086,R:\;R:\GHL0128,Connect
{Z2H1-S5SU41LK-0184GWDS},01-04-2010 12:19,QBF2137,PC-1680,R:\;R:\QBF2137,Connect
{W2M0-H6LU46AU-6921FJDA},01-04-2010 12:19,WWS0210,PC-9019,R:\;R:\34NWK51;R:\63vv7m2;R:\96rXkl0;R:\WWS0210,Connect
{R3D0-E0ZE77NV-2881GFOZ},01-04-2010 12:19,JDR3545,PC-6367,R:\;R:\13d2C15;R:\52y9k55;R:\59g9bl4;R:\87tx293;R:\JDR3545,Connect
{S3T7-Q9ZN89SM-2777AFDH},01-04-2010 12:19,DTA2648,PC-4856,R:\;R:\DTA2648,Connect
{Z1X3-L5DC51SG-9996FCZT},01-04-2010 12:19,KKF0303,PC-3082,R:\;R:\61LK793;R:\KKF0303,Connect
{E3D6-N7ZF27IA-2023WZTH},01-04-2010 12:20,PJM3871,PC-7246,,Disconnect
{J4E6-Y8JX52AL-9707THNF},01-04-2010 12:20,OWW2268,PC-5564,R:\;R:\767lvY8;R:\OWW2268,Connect
{O6J1-N2TH03XI-0548IELV},01-04-2010 12:20,JJF3233,PC-5293,R:\;R:\JJF3233,Connect
{V8B5-T3ZK73CP-0433LDNG},01-04-2010 12:20,DIE1614,PC-1213,R:\;R:\29X36B6;R:\32p1fP4;R:\34czZ41;R:\DIE1614,Connect
{H3O8-A6BP57XV-6518KTRH},01-04-2010 12:20,MOG2500,PC-8544,R:\;R:\23f6c45;R:\28fCcy0;R:\37zh5x2;R:\84jJsV0;R:\MOG2500,Connect
{N0Y9-X7WI16DJ-8823CCGC},01-04-2010 12:20,HSG0209,PC-0098,,Disconnect
{Y7O5-B4JJ68UB-4526RVYW},01-04-2010 12:20,DKP3021,PC-8522,R:\;R:\DKP3021,Connect
{K9Q0-K7SE36SW-7316JXQY},01-04-2010 12:20,EFS3999,PC-0076,,Disconnect
{V9J3-Z0VY99AF-6254OVQJ},01-04-2010 12:20,YDS2418,PC-9688,,Disconnect
{I1B8-Z1IC55OD-8018MEQK},01-04-2010 12:21,QAG1899,PC-2376,R:\;R:\QAG1899,Connect
{J9U9-O6JR00PF-1531AUTP},01-04-2010 12:21,GDC3299,PC-9300,,Disconnect
{W9H7-L2TB45FS-1356NFWZ},01-04-2010 12:21,EBJ1378,PC-6081,,Disconnect
{T0J1-V5NA55AY-8117IGOH},01-04-2010 12:21,LJB1898,PC-8375,R:\;R:\LJB1898,Connect
{V0A8-G1WQ65NA-4460TCRC},01-04-2010 12:21,YDS2418,PC-9688,R:\;R:\979tvm8;R:\YDS2418,Connect
{Z5G6-M5HY19TK-2275AJBI},01-04-2010 12:21,WWS0210,PC-9019,,Disconnect
{Q2R3-N3HS23US-5284CJDP},01-04-2010 12:21,TRH1062,PC-0411,,Disconnect
{L6M7-I4ZM27OO-7762AVZG},01-04-2010 12:21,JRD1497,PC-0281,R:\;R:\29M4547;R:\979Hm19;R:\JRD1497,Connect
{K6Y2-W4QW27YL-4819AFTJ},01-04-2010 12:21,GAM3824,PC-5880,,Disconnect
{E0Q1-B6MH04WP-7884GWTP},01-04-2010 12:22,SLB2763,PC-8850,,Disconnect
{B1B4-X8YX46BX-6470XJVC},01-04-2010 12:22,SMH0019,PC-4409,,Disconnect
{X3L9-A7RA55AJ-1298BMEA},01-04-2010 12:22,APM1561,PC-2650,R:\;R:\13t13V6;R:\49cGB81;R:\69s7C55;R:\92yqD31;R:\APM1561,Connect
{C5B1-W6KF18BH-2566MDXC},01-04-2010 12:22,CAM3092,PC-6503,R:\;R:\21vz4D2;R:\384DG59;R:\54zD663;R:\61VcDz0;R:\CAM3092,Connect
{N5I8-W2NJ42AW-0466WEOW},01-04-2010 12:22,JHM0318,PC-0827,,Disconnect
{L6Z0-N5KN22AM-1108ONSF},01-04-2010 12:22,WJV3002,PC-7904,R:\;R:\85PR1c2;R:\WJV3002,Connect
{M5C3-R8AK21CQ-9378QNIX},01-04-2010 12:22,WBV0637,PC-8714,,Disconnect
{T3M3-Z0KJ64GM-3918BYBM},01-04-2010 12:23,FJC2009,PC-0109,,Disconnect
{R4P9-K3RC23VN-3124IXIA},01-04-2010 12:23,OVR3330,PC-2929,R:\;R:\OVR3330,Connect
{F6X6-Q2XX78RT-9737TEOW},01-04-2010 12:23,ASW2718,PC-3686,R:\;R:\961RsG8;R:\ASW2718,Connect
{T1F2-Y1VV92DJ-2747DEER},01-04-2010 12:23,LJB1898,PC-8375,,Disconnect
{N6N2-J7EO04FA-1347QCWX},01-04-2010 12:23,CBS2799,PC-6364,R:\;R:\29fS4F2;R:\639fQ89;R:\71r4467;R:\757dc29;R:\CBS2799,Connect
{T4Q5-Z5BK89MT-0946HMOW},01-04-2010 12:24,AYA0285,PC-5225,,Disconnect
{P1B4-I6PJ41UR-3706LDPQ},01-04-2010 12:24,CBS2799,PC-6364,,Disconnect
{C5L5-U2PP20WC-4765OJXZ},01-04-2010 12:24,CLW2894,PC-4639,R:\;R:\CLW2894,Connect
{I5R7-E9JQ57JE-2687VJXI},01-04-2010 12:24,ORL3995,PC-6988,,Disconnect
{W7B3-Z7QO30ZS-5270QUBU},01-04-2010 12:24,CAM3092,PC-6503,,Disconnect
{G7S7-X3QY11VV-5631PGHD},01-04-2010 12:24,COL0740,PC-5193,R:\;R:\46D3GZ4;R:\67DYbp0;R:\96VbGB0;R:\97W3177;R:\COL0740,Connect
{T2B6-R8NV78NZ-0504URLR},01-04-2010 12:24,JCL2626,PC-9929,R:\;R:\14GT3L2;R:\21r19h6;R:\JCL2626,Connect
{V7D4-L7ZF73ZH-8408AVEA},01-04-2010 12:25,CWG3213,PC-3912,R:\;R:\22JX233;R:\23Nj8Z2;R:\56fL133;R:\88rpk51;R:\CWG3213,Connect
{X3U4-A7BP06GE-5155HOPC},01-04-2010 12:25,HDB1365,PC-6069,,Disconnect
{C0F9-A3XV45ZC-6779NFMU},01-04-2010 12:25,DZG0530,PC-5838,,Disconnect
{N2X7-H4JG62FB-7078GMSY},01-04-2010 12:25,AIP0184,PC-2225,,Disconnect
{X3I0-I7DM80AQ-6006PNUJ},01-04-2010 12:25,OVR3330,PC-2929,,Disconnect
{L6H5-C6VT33QR-3522UGZG},01-04-2010 12:25,YDS2418,PC-9688,,Disconnect
{O4J1-N3EC11EX-2843EGTZ},01-04-2010 12:25,CLT1449,PC-9672,R:\;R:\CLT1449,Connect
{L7I2-H7SE20NS-5662EJRW},01-04-2010 12:25,WJV3002,PC-7904,,Disconnect
{H8F2-Q7VX48BT-8905YHXU},01-04-2010 12:25,DIE1614,PC-1213,,Disconnect
{G8A4-O1AW66VU-2569XYYZ},01-04-2010 12:25,PWE1562,PC-5650,,Disconnect
{K0D8-L0PY75CG-3314VINU},01-04-2010 12:25,SBB1748,PC-3684,R:\;R:\898RwH8;R:\SBB1748,Connect
{R4Z2-D1WD37QQ-3218TGFC},01-04-2010 12:26,GAM3824,PC-5880,R:\;R:\37t4QG4;R:\54nS8q2;R:\815CXS8;R:\GAM3824,Connect
{B3F4-O2PU55HQ-5220AQBL},01-04-2010 12:26,ANV3529,PC-4327,R:\;R:\15P2d25;R:\48vH2W2;R:\839sv69;R:\ANV3529,Connect
{J9R0-Z9IA75KR-0226SCXK},01-04-2010 12:26,DHB0123,PC-2623,R:\;R:\54JHSM0;R:\67tmy41;R:\78yH8Q2;R:\87gS683;R:\DHB0123,Connect
{K1X1-G1RH21PT-1922FZWX},01-04-2010 12:26,QAG1899,PC-2376,,Disconnect
{S1A4-U1AD70ZY-1612XKYB},01-04-2010 12:26,MSH3905,PC-1915,,Disconnect
{A2M8-Y2KR25MU-8077PYBJ},01-04-2010 12:27,RBK1607,PC-8206,R:\;R:\35wYrK0;R:\36v3227;R:\RBK1607,Connect
{O4E8-Y8UK26WS-1139ADCK},01-04-2010 12:27,COL0740,PC-5193,,Disconnect
{E3J0-B7CJ56CW-5606NMTX},01-04-2010 12:27,LOE2595,PC-8397,R:\;R:\34m7d55;R:\LOE2595,Connect
{H7X5-E3ET91XU-7280TNNP},01-04-2010 12:27,DKP3021,PC-8522,,Disconnect
{D5T4-H1ES85PV-5762UTAC},01-04-2010 12:27,LNP3933,PC-8583,R:\;R:\38bC653;R:\55ZS823;R:\74zc573;R:\873XZ59;R:\LNP3933,Connect
{R5E0-M7KD08WP-8076PNOP},01-04-2010 12:27,MVH0549,PC-2472,,Disconnect
{T7V4-B2XR38RG-6807ONRZ},01-04-2010 12:27,PKG0523,PC-9974,R:\;R:\12Qz613;R:\49b1h45;R:\52tP2S2;R:\PKG0523,Connect
{S4B6-P2WE16CK-4699YCLS},01-04-2010 12:27,MVH0549,PC-2472,R:\;R:\541yz39;R:\MVH0549,Connect
{N3M6-M1GE13CZ-6737YQGG},01-04-2010 12:27,JHH3615,PC-0248,R:\;R:\21Bnb41;R:\53R4J55;R:\JHH3615,Connect
{D3U2-N3TL74KK-4453VDQP},01-04-2010 12:27,GSG0862,PC-4752,R:\;R:\62yf5P2;R:\GSG0862,Connect
{N3N8-S3FF03KK-4252ERRN},01-04-2010 12:27,BEP2441,PC-5410,R:\;R:\BEP2441,Connect
{C7D8-P6YI30QM-2899DMIS},01-04-2010 12:27,CCR3246,PC-5457,R:\;R:\85y85f6;R:\CCR3246,Connect
{J7H7-V8ZT07YO-7284ERUX},01-04-2010 12:27,TLM1413,PC-4852,R:\;R:\68wy713;R:\TLM1413,Connect
{G8Q7-B8EM58JR-4808VNDW},01-04-2010 12:28,EBJ1378,PC-6081,R:\;R:\459Svj8;R:\94S2147;R:\EBJ1378,Connect
{F5P6-R9MN65YJ-1825RPMT},01-04-2010 12:28,KCO0610,PC-6779,R:\;R:\69LTK51;R:\83GgZT0;R:\89KrXq0;R:\89X63r6;R:\KCO0610,Connect
{D2F5-R0AM01ML-1837YDSU},01-04-2010 12:28,RJS0853,PC-9388,R:\;R:\133SJD8;R:\82Q3L75;R:\87Xy623;R:\RJS0853,Connect
{Q3I4-E2OE65NT-8382ZLLT},01-04-2010 12:28,CJE3016,PC-1694,,Disconnect
{A5W8-S0UF36GB-5506LYJV},01-04-2010 12:28,ZOK1135,PC-0590,R:\;R:\ZOK1135,Connect
{F2D5-X5BO94XJ-6616YYLX},01-04-2010 12:28,JRD1497,PC-0281,,Disconnect
